FID,ogc_fid,fcode,nam,na2,ctu,tdi,tsi,registro,num_atr,provincia,canton,parroquia,nombre,categoria,tipo,subtipo,jerarquia,pdf,desc_,desc2,desc3,lat,lon,img,geometry,DPA_PARROQ,DPA_CANTON,DPA_PROVIN
atractivos_tur.511,511,AX004,fichas/0511.pdf,CUY ASADO,998,998,2,1,511,CARCHI,SAN PEDRO DE HUACA,HUACA,CUY ASADO,MANIFESTACIONES CULTURALES,ACERVO CULTURAL Y POPULAR,GASTRONOMÍA,II,fichas/0511.pdf,"Se ha transmitido de generación en generación la preparación del cuy asado en carbón, el cual se considera  tipico de Huaca  y que se sigue practicando en la actualidad en eventos importantes   y diarios ya sea en familiares o fiestas populares.","La particularidad del cuy asado en carbón y su acompañamiento con platos tradicionales como el caldo de gallina, chamus, miel con quesillo, fritada, etc.  se convierte en el deleite de los visitantes nacionales y extranjeros.",,0.634483,-77.724853,img_fichas/0511.jpg,POINT (864619.5763356303 10070244.960108878),040650,0406  ,04
atractivos_tur.512,512,AX004,fichas/0512.pdf,CERRO EL MIRADOR,998,998,2,1,512,CARCHI,SAN PEDRO DE HUACA,HUACA,CERRO EL MIRADOR,ATRACTIVOS NATURALES,MONTAÑAS,MEDIA MONTAÑA,II,fichas/0512.pdf,"El cerro Mirador se encuentra entre 3205 a 3831 m.s.n.m., permite visualizar la coordillera oriental de los Andes y las llanuras de la Hoya del Chota, sitio ideal para que el turista se deleite con esta vista panorámica, La montaña es un pie de","elevación por encima de los alrededores, es una cumbre con presencia de laderas empinadas con una planicie local de aproximadamente 300 m, cuenta con un tipo de vegetación típica de este tipo de áreas donde predomina el frailejón y la paja.",,0.611987,-77.698918,img_fichas/0512.jpg,POINT (867511.668891924 10067756.152671032),040650,0406  ,04
atractivos_tur.513,513,AX004,fichas/0513.pdf,RINCON DE LAS ORQUIDEAS,998,998,2,1,513,CARCHI,SAN PEDRO DE HUACA,HUACA,RINCON DE LAS ORQUIDEAS,MANIFESTACIONES CULTURALES,REALIZACIONES TÉCNICAS Y CIENTÍFICAS,CENTROS DE EXHIBICIÓN DE FLORA Y FAUNA,II,fichas/0513.pdf,"Su origen se registra desde el año 2002, esto empezó por la atracción de las personas hacia las orquídeas las mismas que fueron recolectadas de los Andes Ecuatorianos entre los mas conocidos Guanderas y el Mirador. El parque está","ubicado a 1 kilometro de la ciudad de Huaca hacia el sur de esa jurisdicción. A demás de la observación de flora nativa, el parque ofrece servicios de alimentación como café, aromáticas, tortillas de tiesto, cuyes asados, tilapia entre otros.",,0.6226485,-77.72729,img_fichas/0513.jpg,POINT (864348.7915209059 10068934.567940924),040650,0406  ,04
atractivos_tur.514,514,AX004,fichas/0514.pdf,FIESTAS DE CANTONIZACIÓN,998,998,2,1,514,CARCHI,SAN PEDRO DE HUACA,HUACA,FIESTAS DE CANTONIZACIÓN,MANIFESTACIONES CULTURALES,ACERVO CULTURAL Y POPULAR,"FIESTAS RELIGIOSAS, TRADICIONES Y CREENCIAS POPULARES",II,fichas/0514.pdf,"Se decreta la creación del cantón San Pedro de Huaca con su cabecera cantonal denominada Huaca y la Parroquia Mariscal Sucre, el 8 de diciembre de 1995. Desde ese entonces se realizan festividades cada año por la cantonización las cuales","empiezan entre el 15 de noviembre hasta el 8 de diciembre, se programan varias actividades, como festivales, ferias, elección de la reina, pregón de fiestas y concluye con el desfile cívico militar que se realiza el 8 de diciembre",,0.634235,-77.724991,img_fichas/0514.jpg,POINT (864604.2134380088 10070217.493744792),040650,0406  ,04
atractivos_tur.515,515,AX004,fichas/0515.pdf,FIESTAS DE LA VIRGEN DE LA PURIFICACION,998,998,2,1,515,CARCHI,SAN PEDRO DE HUACA,HUACA,FIESTAS DE LA VIRGEN DE LA PURIFICACION,MANIFESTACIONES CULTURALES,ACERVO CULTURAL Y POPULAR,"FIESTAS RELIGIOSAS, TRADICIONES Y CREENCIAS POPULARES",II,fichas/0515.pdf,"Los feligreses festejan cada año las festividades de la virgen de la purificación, para realizar votos de fe y agrdecimiento por milagros recibidos. Sus fiestas inician desde el 15 de enero hasta el 2 de febrero donde","concluyen dichas festividades con la misa campal, en el estadio de la ciudad. Durante este periodo  se realizan varias actividades con procesiones de Tulcán y San Gabriel, pregones, festividades musicales, ferias artisticas artesanales, etc.",,0.634471,-77.72487,img_fichas/0515.jpg,POINT (864617.6825036703 10070243.630362049),040650,0406  ,04
atractivos_tur.516,516,AX004,fichas/0516.pdf,IGLESIA MATRIZ DE OLMEDO SANTA TERESITA,998,998,2,1,516,LOJA,OLMEDO,OLMEDO,IGLESIA MATRIZ DE OLMEDO SANTA TERESITA,MANIFESTACIONES CULTURALES,ARQUITECTURA,HISTÓRICA / VERNÁCULA,II,fichas/0516.pdf,"La Iglesia Matriz Santa Teresita está ubicada en el barrio central del cantón Olmedo, provincia de Loja, con clima tropical a 21.9 ºC, es un producto cultural en el sector urbano, su ingreso es de 6 de la mañana a 10 de la noche,","sin costo, los meses recomendables de visita son agosto y septiembre debido a las festividades cantonales y religiosas que se dan en estos meses. Es apto para actividades culturales luego de la implantación de facilidades turísticas.",,-3.93445,-79.64683,img_fichas/0516.jpg,POINT (650235.3654543062 9564996.45694244),111650,1116  ,11
atractivos_tur.517,517,AX004,fichas/0517.pdf,CERRO SANTA BÁRBARA,998,998,2,1,517,LOJA,OLMEDO,OLMEDO,CERRO SANTA BÁRBARA,ATRACTIVOS NATURALES,MONTAÑAS,BAJA MONTAÑA,II,fichas/0517.pdf,"El Cerro Santa Bárbara está ubicado en el barrio Santa Bárbara, cantón Olmedo, provincia de Loja, con un clima tropical a 18°C, su línea de producto es de naturaleza en el sector urbano, su ingreso es libre ya que no tiene horario ni costo.","Facilidades de servicio como estacionamientos, y baterías sanitarias en su entorno, las principales actividades que se realizan son observación de flora y fauna, caminata, y su cima constituye un mirador.",,-3.93096,-79.64517,img_fichas/0517.jpg,POINT (650420.3267078174 9565382.03364925),111650,1116  ,11
atractivos_tur.518,518,AX004,fichas/0518.pdf,CENTRO RECREACIONAL SANTA BÁRBARA,998,998,2,1,518,LOJA,OLMEDO,OLMEDO,CENTRO RECREACIONAL SANTA BÁRBARA,MANIFESTACIONES CULTURALES,ARQUITECTURA,INFRAESTRUCTURA RECREATIVA,II,fichas/0518.pdf,"El Centro recreacional Santa Bárbara se encuentra ubicado en el barrio Santa Bárbara, cantón Olmedo, provincia de Loja, Ecuador. Clima tropical a 21.9 º C. su línea de producto es cultural en un ambiente urbano, su costo de ingreso","va desde los 0.50 centavos a 4 dólares incluyendo hidromasaje, sauna y turco. Dispone de facilidades turísticas de servicio como estacionamiento y baterías sanitarias en su entorno y actividades como convivencia, actividades lúdicas y fotografía.",,-3.9327,-79.64644,img_fichas/0518.jpg,POINT (650278.9867737252 9565189.877303302),111650,1116  ,11
atractivos_tur.519,519,AX004,fichas/0519.pdf,MOLIENDA EL TULIPÁN,998,998,2,1,519,LOJA,PINDAL,CHAQUINAL,MOLIENDA EL TULIPÁN,MANIFESTACIONES CULTURALES,ACERVO CULTURAL Y POPULAR,GASTRONOMÍA,II,fichas/0519.pdf,La Molienda Tulipán está ubicada vía a Alamor a pocos kilómetros de la parroquia Chaquinal. En esta molienda se puede observar técnicas ancestrales para obtener a través de la caña de azúcar:,"el guarapo, el dulce y la panela. Además, se vende aguardiente con su respectivo registro sanitario, frutas, miel, entre otros. El visitante se lleva una gran experiencia y conocimiento.",,-4.04703,-80.04456,img_fichas/0519.jpg,POINT (606058.1130784249 9552611.711277014),111451,1114  ,11
atractivos_tur.520,520,AX004,fichas/0520.pdf,CASCADA EL AJÍ,998,998,2,1,520,LOJA,PINDAL,12 DE DICIEMBRE (CAB. EN ACHIOTES),CASCADA EL AJÍ,ATRACTIVOS NATURALES,RÍOS,CASCADA,I,fichas/0520.pdf,"La Cascada El Ají destaca la imponencia y majestuosidad de sus aguas, donde se puede observar constantemente  la formación de un hermoso arcoíris que realza su belleza. Además cuenta con pequeñas lagunas de aguas cristalinas,","grandes formaciones rocosas, playas de arena y una exuberante vegetación que hacen de  este lugar en un  verdadero paraíso natural.",,-4.08239,-80.10538,img_fichas/0520.jpg,POINT (599301.9288348883 9548710.390680866),111452,1114  ,11
atractivos_tur.521,521,AX004,fichas/0521.pdf,LAGUNA EL DORADO,998,998,2,1,521,EL ORO,ZARUMA,SALVIAS,LAGUNA EL DORADO,ATRACTIVOS NATURALES,AMBIENTES LACUSTRES,LAGUNA,II,fichas/0521.pdf,"La Laguna El Dorado, es una formación natural, generada por el cauce del Río Salvias, sus calidas y cristalinas aguas hacen que sea frecuentemente visitado por turistas de localidades cercanas y de todo el país, utilizado como balneario por","los visitantes, propicio para el desarrollo de actividades de deportes extremos que por seguridad sólo se debe acceder en verano cuando el caudal del mismo ha decrecido.",,-3.657092,-79.561784,img_fichas/0521.jpg,POINT (659730.4681191338 9595648.051775793),071359,0713  ,07
atractivos_tur.522,522,AX004,fichas/0522.pdf,PLAYA DEL HUMBOLDT,998,998,2,1,522,GUAYAS,PLAYAS,GENERAL VILLAMIL (PLAYAS),PLAYA DEL HUMBOLDT,ATRACTIVOS NATURALES,COSTAS O LITORALES,PLAYA,III,fichas/0522.pdf,"El área de playa comprende el sector denominado El Humboldt, cuenta con un rompeolas y se ofrecen los servicios de alquiler de carpas y parasoles, servicios de duchas y baterias sanitarias,","venta de alimentos como corviches, bollos, ceviches, filetes de corvina y varios platos a la carta, acompañados de bebidas refrescantes; a pocos metros se encuetran las emblemáticas Balsas Patrimoniales de la Nación como Atractivo Cultural.",,-2.638072,-80.398889,img_fichas/0522.jpg,POINT (566819.418801001 9708395.57852303),092150,0921  ,09
atractivos_tur.523,523,AX004,fichas/0523.pdf,NUEVO MALECÓN DE PLAYAS,998,998,2,1,523,GUAYAS,PLAYAS,GENERAL VILLAMIL (PLAYAS),NUEVO MALECÓN DE PLAYAS,MANIFESTACIONES CULTURALES,ARQUITECTURA,ESPACIO PÚBLICO,III,fichas/0523.pdf,"El atractivo esta ubicado en la zona urbana del cantón, frente al Area Nacional de Recreación Playas de Villamil, cuenta con una extensión de 800 metros lineales, posee un área destinada a eventos programados (tensomembrana) adicional","de una fuente con escalinatas, se complementa con locales destinados a proveer platos gastronómicos a  la carta y tradicional, acompañados de bebidas;  en la noche se habilitan los bares y discotecas que se encuentran frente al nuevo malecón.",,-2.636489,-80.393527,img_fichas/0523.jpg,POINT (567415.5654529885 9708570.272009704),092150,0921  ,09
atractivos_tur.524,524,AX004,fichas/0524.pdf,PLAZA GASTRONÓMICA SAN ALEJO (EL ARENAL),998,998,2,1,524,GUAYAS,PLAYAS,GENERAL VILLAMIL (PLAYAS),PLAZA GASTRONÓMICA SAN ALEJO (EL ARENAL),MANIFESTACIONES CULTURALES,ACERVO CULTURAL Y POPULAR,GASTRONOMÍA,III,fichas/0524.pdf,"Ubicada a  15 minutos del Cantón Playas, en el Recinto El Arenal, La Plaza Gastronómica San Alejo, ofrece una variedad gastronómica en base a mariscos, donde destaca la fusión Ecuatoriana - Peruana","con variedad de ceviches, arroz marinero, variedad en ostras, cochas, para que el visitante deguste la gastronomía de la zona al pie del mar.",,-2.676287,-80.360135,img_fichas/0524.jpg,POINT (571125.2952463789 9704169.170154985),092150,0921  ,09
atractivos_tur.525,525,AX004,fichas/0525.pdf,MONUMENTO VIRGEN DE LA MERCED,998,998,2,1,525,GUAYAS,PLAYAS,GENERAL VILLAMIL (PLAYAS),MONUMENTO VIRGEN DE LA MERCED,MANIFESTACIONES CULTURALES,ARQUITECTURA,MONUMENTOS,III,fichas/0525.pdf,"El atractivo esta ubicado en el mirador de Playas donde se puede divisar toda la playa y el casco urbano, anualmente se realizan las fiestas patronales de la virgen de La Merced cada 24 de septiembre con la misa campal, feria de gastronomia",local y shows artisticos,,-2.630904,-80.397393,img_fichas/0525.jpg,POINT (566986.1031555397 9709187.838226708),092150,0921  ,09
atractivos_tur.526,526,AX004,fichas/0526.pdf,PLAYA DE PUERTO ENGABAO,998,998,2,1,526,GUAYAS,PLAYAS,GENERAL VILLAMIL (PLAYAS),PLAYA DE PUERTO ENGABAO,ATRACTIVOS NATURALES,COSTAS O LITORALES,PLAYA,III,fichas/0526.pdf,"El atractivo de la playa de Puerto de Engabao, es más conocido por los deportistas extremos que practican surf dado que este sitio por su ubicación posee olas navegables durante todo el año, en la actualidad cuenta con varios","sitios de alojamiento y de alimentos y bebidas, entre los que destaca gastronomicamente el plato denominado El Cacique Túmbala del Langostino, este atractivo se encuentra a 20 minutos del cantón Playas.",,-2.55931,-80.510424,img_fichas/0526.jpg,POINT (554424.2390615004 9717107.07617398),092150,0921  ,09
atractivos_tur.530,530,AX004,fichas/0530.pdf,EL JARDIN DE LOS GERANIOS,998,998,2,1,530,CARCHI,SAN PEDRO DE HUACA,HUACA,EL JARDIN DE LOS GERANIOS,MANIFESTACIONES CULTURALES,REALIZACIONES TÉCNICAS Y CIENTÍFICAS,CENTROS DE EXHIBICIÓN DE FLORA Y FAUNA,II,fichas/0530.pdf,"En el sitio se exhiben más de 1200 colores de geranios, iniciaron en la siembra desde hace 20 años en dónde su actividad productiva aparte de la venta de plantas en maceta es deleitarse con la variedad de tamaños y colores.",En este lugar aparte del deleite visual se puede degustar algunos platos típicos de la zona en una cafetería que han adaptado para que los visitantes puedan descansar.,,0.635464,-77.724905,img_fichas/0530.jpg,POINT (864613.7119860458 10070353.565083625),040650,0406  ,04
atractivos_tur.531,531,AX004,fichas/0531.pdf,JUEGOS  CARAPAZ,998,998,2,1,531,CARCHI,SAN PEDRO DE HUACA,HUACA,JUEGOS  CARAPAZ,MANIFESTACIONES CULTURALES,ARQUITECTURA,INFRAESTRUCTURA CULTURAL,II,fichas/0531.pdf,"Es un emprendimiento familiar en donde los visitantes  pueden disfrutar de juegos tradicionales rodeados de un entorno natural; hay varios juegos como el recorrido en cable, columbio, la casa del árbol,","el puente, la pesca deportiva y un buen atencionamiento con los mejores platos tradicionales del lugar.",,0.6443,-77.731879,img_fichas/0531.jpg,POINT (863835.8289711593 10071331.318284355),040650,0406  ,04
atractivos_tur.532,532,AX004,fichas/0532.pdf,LA PISCINA,998,998,2,1,532,CARCHI,SAN PEDRO DE HUACA,HUACA,LA PISCINA,ATRACTIVOS NATURALES,AGUAS SUBTERRÁNEAS,MANANTIAL DE AGUA MINERAL,II,fichas/0532.pdf,"La Piscina es un manantial de agua cristalina y fria, en dónde toda la comunidad huaqueña aprendió a nadar en las frías aguas de este lugar natural, lugar muy visitado especialmente por la niñez y la juventud,","en dónde se practica una caminata desde Huaca 2 km aproximadamente, se realiza natación y algunas familias también hacen picnic especialmente los fines de semana.",,0.647411,-77.732469,img_fichas/0532.jpg,POINT (863769.8515994097 10071675.69904731),040650,0406  ,04
atractivos_tur.533,533,AX004,fichas/0533.pdf,MUSEO ARQUEOLOGICO Y RELIGIOSO,998,998,2,1,533,CARCHI,SAN PEDRO DE HUACA,HUACA,MUSEO ARQUEOLOGICO Y RELIGIOSO,MANIFESTACIONES CULTURALES,ARQUITECTURA,INFRAESTRUCTURA CULTURAL,II,fichas/0533.pdf,"Desde hace más de 20 años la iglesia de San Pedro de Huaca se convirtió en el centro de acopio de piezas primitivas, que unidas a varios elementos litúrgicos y el vestuario de la Virgen de la Purificación del siglo anterior son parte",del Museo Arqueológico Religioso. Este espacio que está ubicado en el interior de la Casa Parroquial y junto a la iglesia del lugar.,,0.634973,-77.725027,img_fichas/0533.jpg,POINT (864600.1494044707 10070299.196781125),040650,0406  ,04
atractivos_tur.534,534,AX004,fichas/0534.pdf,BOSQUE DE LA RESERVA BIOLOGICA GUANDERA,998,998,2,1,534,CARCHI,SAN PEDRO DE HUACA,MARISCAL SUCRE,BOSQUE DE LA RESERVA BIOLOGICA GUANDERA,ATRACTIVOS NATURALES,BOSQUES,EN PÁRAMO,I,fichas/0534.pdf,"La reserva  se encuentra en  los andes del norte del Ecuador, es un centro de especies de flora primarias y secundarias, para la investigación de campo , educación y ecoturismo, es protegida y administrada por la fundación Jatun Sacha,","es una zona que forma parte del denominado hispo y se refiere a guandera como el epicentro de la biodiversidad, es por eso que está considerada como el último remanente de bosque montano alto interandino y páramo.",,0.589064,-77.705348,img_fichas/0534.jpg,POINT (866796.5481538172 10065217.806494331),040651,0406  ,04
atractivos_tur.535,535,AX004,fichas/0535.pdf,ESTERO EL ROBALO,998,998,2,1,535,EL ORO,HUAQUILLAS,HUALTACO,ESTERO EL ROBALO,ATRACTIVOS NATURALES,COSTAS O LITORALES,ESTERO,II,fichas/0535.pdf,"El Estero El Robalo, sector El Robalo, Hualtaco, Huaquillas, El Oro. Clima cálido, de 25°C y pluviometría de 125 mm; producto naturaleza y ambiente rústico natural; de ingreso libre. Del Puerto Hualtaco, en lancha, en 30 minutos, hasta el Conchal","El Robalo. Dispone de punto de información, I-Tur, centro de interpretación, senderos, baterías sanitarias, estacionamientos. Se realiza paseo en bote, paseo en lancha, fotografía de flora y fauna. Está rodeado de manglar y piscinas camaroneras.",,-3.45362,-80.2093,img_fichas/0535.jpg,POINT (587829.1756232696 9618230.07341563),070750,0702  ,07
atractivos_tur.536,536,AX004,fichas/0536.pdf,CONCHAL EL ROBALO,998,998,2,1,536,EL ORO,HUAQUILLAS,HUALTACO,CONCHAL EL ROBALO,MANIFESTACIONES CULTURALES,ARQUITECTURA,ÁREA ARQUEOLÓGICA,II,fichas/0536.pdf,"El Conchal El Robalo, localizado en Hualtaco. Huaquillas. El Oro; tiene clima cálido, temperatura de 25°C y pluviometría de 125 mm; producto Cultura; en escenario rústico natural; de ingreso libre.","En su entorno, dispone de punto de información, I-Tur, centro de interpretación, senderos, baterías sanitarias, estacionamientos. Se realizan recorridos guiados, fotografía, además, senderismo, caminata, vestigios arqueológicos.",,-3.45413,-80.20961,img_fichas/0536.jpg,POINT (587794.6924805803 9618173.724300873),070750,0702  ,07
atractivos_tur.537,537,AX004,fichas/0537.pdf,ISLA LAS BANDERAS,998,998,2,1,537,EL ORO,HUAQUILLAS,HUALTACO,ISLA LAS BANDERAS,ATRACTIVOS NATURALES,TIERRAS INSULARES,ISLA OCEÁNICA,II,fichas/0537.pdf,"La Isla Las Banderas. Sector Hualtaco, Huaquillas, El Oro. Es cálido de 25°C; escenario Rústico natural de 4 islas; ingreso libre. Se accede por el Puerto Hualtaco, en lancha, en 15 minutos. Se dispone de punto de información,","I-Tur, Centro de Interpretación, Senderos, baterías sanitarias, estacionamientos. Se realiza paseo en bote, paseo en lancha, fotografía de avifauna. Por actividades comerciales se instaló un faro, en donde pusieron unas astas, de ahi el nombre.",,-3.43606,-80.20251,img_fichas/0537.jpg,POINT (588585.0656070828 9620170.609543338),070750,0702  ,07
atractivos_tur.538,538,AX004,fichas/0538.pdf,ESTERO HUALTACO,998,998,2,1,538,EL ORO,HUAQUILLAS,HUALTACO,ESTERO HUALTACO,ATRACTIVOS NATURALES,COSTAS O LITORALES,ESTERO,II,fichas/0538.pdf,"El Estero Hualtaco. Huaquillas, El Oro. Cálido de 25°C; escenario rústico natural; de ingreso libre. Se accede por el Puerto Hualtaco, en lancha; conocido como la prolongación del canal de Zarumilla; principal medio de embarque hacia las islas","del Archipiélago de Jambelí. Dispone de punto de información, I-Tur, centro de interpretación, senderos, baterías sanitarias, estacionamientos. Se realiza paseo en bote o lancha, fotografía de avifauna. Rodeado de manglar y piscinas camaroneras.",,-3.44022,-80.21695,img_fichas/0538.jpg,POINT (586980.5949687802 9619712.071157698),070750,0702  ,07
atractivos_tur.539,539,AX004,fichas/0539.pdf,ESTERO LA AGUADA,998,998,2,1,539,EL ORO,HUAQUILLAS,HUALTACO,ESTERO LA AGUADA,ATRACTIVOS NATURALES,COSTAS O LITORALES,ESTERO,II,fichas/0539.pdf,"El Estero La Aguada. Hualtaco, Huaquillas, El Oro. Cálido, con 25°C. Escenario Rústico natural; de ingreso libre. Se accede por el Puerto Hualtaco, en lancha, en un tiempo de 45 minutos, hasta llegar al Conchal de Isla Seca.","Dispone de punto de información, I-Tur, Centro de Interpretación, Senderos, baterías sanitarias, estacionamientos. Se realiza paseo en bote o lancha, fotografía de avifauna. Se captura concha y apto para hacer turismo vivencial. Rodeado de manglar y",,-3.45041,-80.18413,img_fichas/0539.jpg,POINT (590625.4927793157 9618582.562148172),070750,0702  ,07
atractivos_tur.540,540,AX004,fichas/0540.pdf,MANGLAR DE HUALTACO,998,998,2,1,540,EL ORO,HUAQUILLAS,HUALTACO,MANGLAR DE HUALTACO,ATRACTIVOS NATURALES,BOSQUES,MANGLAR,II,fichas/0540.pdf,"El Manglar de Hualtaco. Hualtaco.Huaquillas. El Oro. Cálido, con 25°C; escenario Rústico natural; de ingreso libre. Se accede por el Puerto Hualtaco en lancha, en un tiempo de 45 min llegando al Conchal Isla Seca. Se dispone de punto de información,","I-Tur, Centro de Interpretación, Senderos, baterías sanitarias, estacionamientos. Se realiza paseo en bote o lancha, fotografía de avifauna. Rodeado de mangle negro, previniendo la erosion costera, el secuestro y almacenamiento de carbono.",,-3.45026,-80.18337,img_fichas/0540.jpg,POINT (590709.9322603547 9618599.071549762),070750,0702  ,07
atractivos_tur.545,545,AX004,fichas/0545.pdf,ÁREA DE BOSQUE Y VEGETACIÓN PROTECTORA CUBILÁN,998,998,2,1,545,CAÑAR,BIBLIÁN,SAN FRANCISCO DE SAGEO,ÁREA DE BOSQUE Y VEGETACIÓN PROTECTORA CUBILÁN,ATRACTIVOS NATURALES,BOSQUES,EN PÁRAMO,II,fichas/0545.pdf,"El Bosque Protector Cubilan se localiza a aproximadamente 5km del Cantón de Biblián. Se encuentra ubicado en la provincia del Cañar entre los cantones Azogues y Biblián, con un total de superficie de 990 ha.,","al Cantón Biblián corresponden 179,14 ha., es decir el 18.09 % de la totalidad de su superficie. Fue declarado como bosque protector el 23 de julio de 1982 con el objetivo de conservar especies de flora y fauna. Posee clima frío a muy frío.",,-2.687172,-78.879191,img_fichas/0545.jpg,POINT (735789.1526439282 9702779.907071635),030252,0302  ,03
atractivos_tur.546,546,AX004,fichas/0546.pdf,CERRO PADRE RUMI,998,998,2,1,546,CAÑAR,BIBLIÁN,JERUSALEN,CERRO PADRE RUMI,ATRACTIVOS NATURALES,MONTAÑAS,BAJA MONTAÑA,II,fichas/0546.pdf,"El Cerro Padre Rumi se encuentra ubicado en las estribaciones de la cordillera occidental, presenta formaciones rocosas que representan formas antropomorfas como caras humanas, zoomorfas como el puma, culebra y el cóndor. Existe una hipótesis","acerca del lugar que menciona que fue un centro de adoración de los manganes y burgaymayus que fueron tribus cañaris que ocupaban estas tierras. Se pueden realizar actividades de caminata, observación de flora y fauna, además de fotografías.",,-2.656453,-78.991841,img_fichas/0546.jpg,POINT (723265.1192524665 9706198.62057549),030254,0302  ,03
atractivos_tur.547,547,AX004,fichas/0547.pdf,FIESTAS DE LA VIRGEN DEL ROCÍO,998,998,2,1,547,CAÑAR,BIBLIÁN,BIBLIÁN,FIESTAS DE LA VIRGEN DEL ROCÍO,MANIFESTACIONES CULTURALES,ACERVO CULTURAL Y POPULAR,"FIESTAS RELIGIOSAS, TRADICIONES Y CREENCIAS POPULARES",III,fichas/0547.pdf,"Las fiestas de la Virgen del Rocío se celebran el 08 de septiembre de cada mes. Nueve días antes se realiza una novena en los diferentes barrios o sectores de la ciudad, para demostrar la fe de los fieles creyentes.","Se realizan serenatas y celebraciones varias en conmemoración de la Santísima Virgen del Rocío. El propio 08 de septiembre se realiza una misa con el Obispo, así durante cada hora y durante todo el día se celebra una misa cantada",,-2.718467,-78.8822,img_fichas/0547.jpg,POINT (735448.4263864867 9699319.003031934),030250,0302  ,03
atractivos_tur.548,548,AX004,fichas/0548.pdf,HORMADO DE SOMBREROS,998,998,2,1,548,CAÑAR,BIBLIÁN,BIBLIÁN,HORMADO DE SOMBREROS,MANIFESTACIONES CULTURALES,ACERVO CULTURAL Y POPULAR,ARTESANÍAS Y ARTE,III,fichas/0548.pdf,"La técnica del hormado de sombrero requiere el proceso de lavado del sombrero, engomado y al planchado. Las hábiles manos biblianenses han mantenido esta tradición. En el lugar  se puede observar el trabajo para lograr el producto final.",,,-2.714326,-78.88937,img_fichas/0548.jpg,POINT (734651.7326800458 9699778.42604771),030250,0302  ,03
atractivos_tur.551,551,AX004,fichas/0551.pdf,ERMITA JESUS DEL GRAN PODER,998,998,2,1,551,CAÑAR,EL TAMBO,EL TAMBO,ERMITA JESUS DEL GRAN PODER,MANIFESTACIONES CULTURALES,ARQUITECTURA,HISTÓRICA / VERNÁCULA,II,fichas/0551.pdf,"Se encuentra ubicada en la panamericana norte del canton, es un centro religioso, el cual por su respeto y conocimiento mistico, en la historia los moradores cuentan que la imagen fue traida desde colombia, por el padre Luis Rodriguez en el año 1977",la ermita fue contruida por indigenas de las comunidad. En epocas anteriores se encontraba una laguna cubierta de vegetacion denomindada como totora y a su alrededor existían 3 elevaciones. Tambien existe una capilla.,,-2.502336,-78.929562,img_fichas/0551.jpg,POINT (730219.9469894659 9723233.252132233),030550,0305  ,03
atractivos_tur.552,552,AX004,fichas/0552.pdf,IGLESIA SAN JUAN BAUTISTA,998,998,2,1,552,CAÑAR,EL TAMBO,EL TAMBO,IGLESIA SAN JUAN BAUTISTA,MANIFESTACIONES CULTURALES,ARQUITECTURA,HISTÓRICA / VERNÁCULA,II,fichas/0552.pdf,"La iglesia San Juan Bautista fue edificada en el año de 1947, sobre la vieja iglesia de madera, la actual iglesia mide 50m de largo, su construcción es de adobe y bahareque, es considerada una de las más bellas","de la Provincia, llama mucho la atención su cúpula la misma que es posible visitarla, en su parte interior se cuenta con una gran imaginería religiosa que la hace única.",,-2.511172,-78.928639,img_fichas/0552.jpg,POINT (730321.0777663272 9722255.787354078),030550,0305  ,03
atractivos_tur.553,553,AX004,fichas/0553.pdf,MUSEO DE LA CIUDAD,998,998,2,1,553,CAÑAR,EL TAMBO,EL TAMBO,MUSEO DE LA CIUDAD,MANIFESTACIONES CULTURALES,ARQUITECTURA,INFRAESTRUCTURA CULTURAL,III,fichas/0553.pdf,"El museo de la ciudad cuanta con tres salas, en la principal se encuentran fotografías de El Tambo antiguo, maquetas del paso de tres culturas: cañari, inca y colonial; en las otras salas se encuentra","la colección de 2300 objetos arqueológicos que está dividido en 5 colecciones Hueso, Concha, Piedra, Metal, Cerámica de las culturas cañari en sus diferentes fases, así como incas.",,-2.5121399,-78.924937,img_fichas/0553.jpg,POINT (730732.7250976624 9722148.079674855),030550,0305  ,03
atractivos_tur.561,561,AX004,fichas/0561.pdf,CERRO CATISHAPA,998,998,2,1,561,LOJA,LOJA,CHANTACO,CERRO CATISHAPA,ATRACTIVOS NATURALES,MONTAÑAS,BAJA MONTAÑA,II,fichas/0561.pdf,"El Cerro Catishapa, ubicado en el barrio El Auxilio, parroquia Chantaco, cantón y provincia de Loja, Ecuador. Con un clima Templado Subhúmedo y una temperatura de 15°C. Es un atractivo Natural, Rural; de ingreso libre, dispone de apoyo a la","gestión turística, de observación y vigilancia, de recorrido y descanso y de servicio. Se practican actividades como: montañismo, escalada, actividades recreativas, senderismo, camping, caminatas y fotografía.",,-3.90884,-79.33848,img_fichas/0561.jpg,POINT (684484.1507559192 9567766.623436289),110151,1101  ,11
