ID unico de usuario|Calif promedio iglesias|Calif promedio resorts|Calif promedio playas|Calif promedio parques|Calif promedio teatros|Calif promedio museos|Calif promedio centros_comerciales|Calif promedio zoologicos|Calif promedio restaurantes|Calif promedio bares_pubs|Calif promedio servicios_locales|Calif promedio pizzerias_hamburgueserias|Calif promedio hoteles_alojamientos|Calif promedio juguerias|Calif promedio galerias_arte|Calif promedio discotecas|Calif promedio piscinas|Calif promedio gimnasios|Calif promedio panaderias|Calif promedio belleza_spas|Calif promedio cafeterias|Calif promedio miradores|Calif promedio monumentos|Calif promedio jardines|provincia|canton|parroquia|nombre|desc_|desc2|desc3|lat|lon
User 869|3.64|5.0|5.0|2.66|2.68|2.21|1.91|1.37|1.35|1.34|1.38|1.59|1.19|1.62|0.77|0.76|0.77|0.79|0.87|0.85|0.79|0.78|0.79|4.42|CHIMBORAZO|RIOBAMBA|VELOZ|EDIFICIO DE CORREOS DE ECUADOR|En 1923 la Sociedad Bancaria Chimborazo encargó el diseño y construcción del ediﬁcio del Correo de Riobamba, era una tradición riobambeña el acudir a este lugar a franquear o recibir cartas. Actualmente, Correos del Ecuador|y la Dirección de Gestión Cultural de GADM Riobamba ocupan esta ediﬁcación que se ha convertido en una de las joyas patrimoniales más hermosas de la ciudad.|Sin información|-1.67326|-78.64906
User 870|2.73|3.64|5.0|2.66|2.63|2.21|2.19|1.38|1.36|1.34|1.36|1.48|1.2|1.61|0.77|0.76|0.76|0.78|5.0|0.86|0.79|0.78|0.78|4.43|CHIMBORAZO|RIOBAMBA|LIZARZABURU|ESTACIÓN DEL FERROCARRIL|Esta obra fue diseñada por William Alanson Wood, su construcción fue financiada por la Sociedad Bancaria de Chimborazo y fue inaugurada el 1 de enero de 1925. Construida con el propósito de unir a la Sierra con la Costa. La ruta Riobamba|– Sibambe – Alausí es una obra maestra de la ingeniería ferroviaria, pues permitia que el tren ascienda por una cuesta que va desde los 1.800 hasta los 2.600 msnm. Actualmente la estación del tren de Riobamba funciona con una plaza artesanal.|Sin información|-1.66986|-78.65345
User 871|3.7|3.64|5.0|2.67|2.68|2.22|2.21|1.71|1.36|1.34|1.34|1.47|1.6|1.62|0.77|0.75|0.76|0.79|0.87|0.83|0.82|0.78|0.78|5.0|CHIMBORAZO|RIOBAMBA|LIZARZABURU|ESTADIO OLIMPICO|En la quinta “Concepción”, de propiedad municipal, se planificó toda una ciudadela deportiva, cuyo eje fue el Estadio de Riobamba. El reto era dotar de espacios para las actividades deportivas a desarrollarse en las Primeras Olimpiadas de Ecuador|en 1926. En una superficie de 30 mil metros cuadrados se construyeron: estadio con tribuna de cemento armado con capacidad para 2.000 personas y en la planta baja espacios para bar, restaurante, salón de baile, billares y otras áreas deportivas.|Sin información|-1.66649|-78.6596
User 872|4.85|3.64|5.0|2.68|2.67|2.05|2.21|1.9|1.37|1.35|1.35|1.37|1.6|1.61|0.78|0.75|0.75|0.77|0.87|0.86|0.82|0.78|0.77|0.79|CHIMBORAZO|RIOBAMBA|VELOZ|GASTRONOMÍA RIOBAMBEÑA|El Mercado Mariano Borja o también conocido como “Mercado de La Merced”, es el mercado central de la ciudad de Riobamba y su atractivo principal es la gastronomía. Dentro de su patio de comidas se puede degustar del|hornado riobambeño, los jugos de fruta con el “Hielo del Chimborazo” traído por los hieleros, morocho de leche, empanadas de morocho, pickles, llapingachos, yaguarlocro, el jugo de sal, así como otros platillos de la gastronomía riobambeña.|Sin información|-1.67378|-78.65038
User 873|4.85|3.64|5.0|2.67|2.67|2.08|2.21|1.9|1.44|1.36|1.35|1.36|1.59|1.6|0.83|0.76|0.75|0.76|0.86|0.82|0.82|0.81|0.77|0.78|CHIMBORAZO|RIOBAMBA|VELOZ|IGLESIA DE LA MERCED|"El templo de la Merced se encuentra ubicado frente al ""Mercado Mariano Borja” más conocido como el Mercado de la Merced. Es una construcción del siglo XIX con estilo neoclásico. Los atractivos del templo de la Merced de Riobamba son:"|el Altar principal y las pinturas del techo de la Iglesia, que dan realce y embellecen está obra arquitectónica. Se encuentra bajo la congregación salesiana, su patrona es la Virgen de las Mercedes|Sin información|-1.67402|-78.64974
User 874|4.43|3.64|5.0|2.68|2.67|2.04|2.23|1.91|1.93|1.38|1.34|1.36|1.59|1.61|0.79|0.76|0.75|0.76|0.86|0.81|0.79|0.79|0.77|0.78|CHIMBORAZO|RIOBAMBA|MALDONADO|IGLESIA LA CATEDRAL|Conocida también como la Catedral de San Pedro Riobamba. Su fachada está construida en piedra calcárea blanca con relieves que reflejan el sincretismo indígena y español, guarda vestigios de la Riobamba Colonial, está compuesta por tres niveles:|el zócalo, las molduras y las tres torres. En sus piedras se pueden interpretar pasajes del antiguo y nuevo testamento, con expresiones aborígenes y españolas. Además, en su interior exhibe el mosaico del Cristo mestizo y del Cristo de Poncho.|Sin información|-1.67234|-78.64792
User 875|0.8|3.64|5.0|2.69|2.67|2.08|2.28|1.91|1.93|1.35|1.34|1.35|1.59|1.6|0.85|0.76|0.75|0.76|0.86|0.81|0.79|0.78|0.77|0.78|CHIMBORAZO|RIOBAMBA|VELASCO|IGLESIA LA CONCEPCIÓN|Fue construida en el siglo XIX y su estilo arquitectónico es neogótico. En su exterior destacan sus ventanas en forma de ojivas, con una edificación construida en piedra y ladrillo visto. En su interior se|exhibe el altar principal y la efigie del Señor del Buen Suceso, Patrono de Riobamba, la cual data de 1650. El oratorio del Señor de la Justicia, al cual se le atribuyen milagros, recibe la visita cotidiana de los riobambeños.|Sin información|-1.67094|-78.64841
User 876|0.79|3.65|3.71|2.72|2.67|2.19|2.61|1.4|1.68|1.35|1.34|1.35|1.59|1.18|0.89|0.86|0.74|0.76|0.79|0.85|0.8|0.78|0.77|0.78|LOJA|CHAGUARPAMBA|AMARILLOS|CERRO LA CRUZ DEL CALVARIO|El Cerro La Cruz del Calvario  a 21°C se ubica en Loja, Chaguarpamba, Amarillos, barrio Reina de El Cisne, desde Catamayo, del Eje vial E50, vía de hormigón, asfalto y lastre,|en ciertos tramos, siendo de primer y tercer orden. De acceso libre. Se realizan actividades de senderismo y fotografía, entre otros.|Sin información|-3.87792|-79.69116
User 877|0.79|3.66|5.0|2.69|2.67|2.17|2.24|1.4|4.86|1.35|1.34|1.35|1.59|1.18|1.7|0.75|0.74|0.75|0.78|0.84|0.8|0.78|0.77|0.78|CHIMBORAZO|RIOBAMBA|MALDONADO|IGLESIA SAN ALFONSO|Iglesia San Alfonso Riobamba es una construcción del siglo XVIII, presenta un estilo Arquitectónico Neogótico y Romano. La fachada se distingue por dos torres, un roseton, la imágen de la Virgen del Perpetuo Socorro y la estatua de San Alfonso|Ligorio, en su interior posee tres naves sujetas por dieciocho pilares centrales ubicados en forma rectangular, el altar principal se caracteriza por el pan de oro y las esculturas de arte religioso.|Sin información|-1.67129|-78.64681
User 878|0.79|3.65|3.7|2.69|2.68|2.24|2.23|1.4|1.38|1.36|1.35|1.38|1.59|1.18|0.89|0.75|0.74|0.75|0.77|0.85|0.8|0.78|0.77|0.78|CHIMBORAZO|RIOBAMBA|VELASCO|IGLESIA SAN ANTONIO DE PADUA|Construcción del siglo XIX de estilo arquitectónico neoclásico. Posee columnas Salomónicas que forman tres naves, en la parte superior del altar se encuentra la imagen de San Antonio, en la parte inferior izquierda San Francisco,|en el centro el Señor del Gran Poder y a la derecha la imagen de la Inmaculada Concepción.|Sin información|-1.66636|-78.65249
User 879|0.82|3.71|3.65|2.7|2.68|2.24|2.23|1.41|4.87|1.36|1.35|1.37|1.6|1.59|1.62|0.75|0.74|0.74|5.0|0.79|0.8|0.79|0.77|0.77|CHIMBORAZO|RIOBAMBA|LIZARZABURU|MANIFESTACIONES CREATIVAS|La danza y música son parte de las manifestaciones creativas del espectáculo del centro histórico de Riobamba, se constituyen a su vez en integrantes de otros espectáculos como son las fiestas, por ejemplo, el corso de flores, desfiles y|bandas de pueblo, danzas tradicionales, Pase del Niño Rey de Reyes y la Fiesta del Carnaval, a esto se suma el contexto diversificado que posee el ámbito para desarrollarse que va desde celebridades festivas a sagradas según la cosmovisión.|Sin información|-1.6702|-78.65279
User 880|0.8|4.86|3.65|5.0|2.68|2.21|2.24|1.41|1.93|1.36|1.35|1.36|1.59|1.59|1.62|0.75|0.74|0.74|5.0|0.79|0.8|0.86|0.77|0.77|CHIMBORAZO|RIOBAMBA|LIZARZABURU|MONUMENTO AL PURUHÁ|El monumento al pueblo Puruhá, obra del escultor riobambeño Fabián Latorre, simboliza al pueblo que desciende del Rey de los Andes, su Dios el Chimborazo, los Puruhaes habitan hasta la actualidad|en la provincia que lleva el nombre de este majestuoso nevado.|Sin información|-1.66695|-78.66276
User 881|0.79|4.86|3.65|5.0|2.68|2.23|2.24|1.41|1.92|1.37|1.35|1.35|1.42|1.59|5.0|0.75|0.74|0.74|5.0|0.78|0.79|0.86|0.77|0.77|CHIMBORAZO|RIOBAMBA|VELASCO|MUSEO CASA DE LA CULTURA ECUATORIANA NÚCLEO DE CHIMBORAZO|También conocido como Museo de Arqueología y Etnografía Paquita de Jaramillo, exhibe piezas de la cultura Valdivia, Chorrera, Bahía, Guangala, Jama Coaque, Tolita, Tuncahuán, Puruhá y Panzaleo. El museo cuenta con un fondo de alrededor de 500 pieza|entre cerámica, piedra, metalurgia, textiles y huesos. La tumba Puruhá que se exhibe en el museo, recrea el útero de la mujer, su forma responde a la cosmovisión andina de profundo respeto de los habitantes nativos a la Pachamama (madre tierra).|Sin información|-1.670339|-78.652682
User 882|0.79|4.86|3.65|2.71|2.68|2.05|2.24|1.41|1.92|1.36|1.35|1.36|1.42|1.59|1.61|0.75|0.74|0.74|5.0|0.78|0.79|0.87|0.77|0.77|CHIMBORAZO|RIOBAMBA|VELASCO|MUSEO DE ARTE RELIGIOSO LA CONCEPCIÓN|El Museo de Arte Religioso la Concepción constituido en 1980 y remodelado en 1997, es considerado como uno de los mejores museos de arte religioso del Ecuador, por la calidad y el valor de las obras que posee.  Está distribuido en 14 salas donde|se exhibe un gran número de esculturas, lienzos, mobiliario, elementos ornamentales sacerdotales tejidos de oro y plata, réplicas de las celdas de las madres conceptas y objetos de platería y orfebrería de los siglos XVII y XVIII como las custodias.|Sin información|-1.67008|-78.64847
User 883|0.8|3.71|3.65|2.7|2.68|2.06|2.23|1.41|1.92|1.36|1.35|1.36|1.42|1.59|1.61|0.75|0.74|0.74|5.0|0.79|0.81|0.86|0.77|0.77|CHIMBORAZO|RIOBAMBA|VELASCO|MUSEO DE CIENCIAS NATURALES|Se encuentra en la planta baja del Colegio Pedro Vicente Maldonado. Aquí se exhiben piezas arqueológicas correspondientes a diferentes etapas históricas del Ecuador, además dioramas del hombre chimboracense, vasijas, jarrones de las culturas Macají,|San Andrés, entre otras. También es posible observar una diversidad de animales embalsamados. Presenta una división de: Sección Ecología y Ciencias Naturales, Sala de Arqueología y minerales, Sala de proyección y Centro de documentación ecológic|Sin información|-1.67157|-78.64992
User 884|0.82|3.71|3.65|5.0|2.68|2.25|2.23|1.4|1.92|1.36|1.34|1.35|1.59|1.59|1.61|0.75|0.73|0.74|5.0|0.78|0.8|0.87|0.77|0.78|CHIMBORAZO|RIOBAMBA|VELASCO|MUSEO DE VEHÍCULOS BLINDADOS|Se encuentra ubicado dentro de la Brigada de Caballería Blindada Nº 11 Galápagos, muy próximo a la Casa Museo de la Brigada. Éste posee diversas naves que exhiben vehículos blindados de varios tipos pertenecientes a la Brigada.|El ingreso es gratuito.|Sin información|-1.65694|-78.65402
User 885|0.8|4.86|3.66|5.0|2.68|2.24|2.23|1.4|1.93|1.36|1.34|1.35|1.41|1.59|1.61|0.75|0.73|0.74|5.0|0.79|0.81|0.87|0.77|0.78|CHIMBORAZO|RIOBAMBA|LIZARZABURU|MUSEO Y CENTRO CULTURAL DEL MINISTERIO DE CULTURA SEDE RIOBAMBA|El museo invita a un recorrido por la historia con énfasis en el desarrollo de las sociedades antiguas que habitaron la sierra centro-sur, principalmente en las provincias de Chimborazo, Tungurahua y Bolívar, se destacan principalmente la|cultura Puruhá y Chimbo. Dioramas y maquetas permiten comprender las formas de vivienda, las costumbres funerarias, las redes viales y comerciales. Cuenta con una sala de arte colonial desde el siglo XVI.|Sin información|-1.66857|-78.65258
User 886|0.8|3.71|3.66|2.7|2.69|2.24|2.23|1.41|1.92|1.36|1.34|1.35|1.45|1.59|1.6|0.75|0.73|0.74|5.0|0.78|0.81|0.86|0.77|0.78|CHIMBORAZO|RIOBAMBA|MALDONADO|PALACIO MUNICIPAL|De arquitectura estilo neoclásico con amplios portales en la planta baja y grandes salones, columnas macizas intercaladas con amplios arcos rebajados y corredores espaciosos. Cuenta con|salones para eventos sociales y culturales: Salón de la Ciudad Pedro Vicente Maldonado y Salón José María Román.|Sin información|-1.67303|-78.6479
User 887|0.8|3.72|3.66|2.7|2.26|2.24|2.23|1.4|1.92|1.35|1.34|1.34|1.37|1.59|5.0|0.75|0.73|0.74|5.0|0.78|0.8|0.88|0.77|0.78|CHIMBORAZO|RIOBAMBA|LIZARZABURU|PARQUE 21 DE ABRIL|Tras el triunfo de Mariscal Antonio José de Sucre en la Batalla de Riobamba en 1822, éste subió al punto más elevado de la ciudad donde proclamó la frase que motivaría a todo su ejército patriota: “Desde esta loma, a Quito…”,|con lo cual, el parque rememora el hecho histórico con una pirámide conmemorativa, también se encuentra el busto al General Juan Galo de Lavalle y el mural histórico de la Nacionalidad trabajado por Eloy Narea.|Sin información|-1.66651|-78.65299
User 888|0.8|3.72|3.66|5.0|2.69|2.25|2.23|1.4|1.92|1.35|1.34|1.35|1.41|1.59|5.0|0.75|0.73|0.74|5.0|0.78|0.81|0.88|0.77|0.78|CHIMBORAZO|RIOBAMBA|LIZARZABURU|PARQUE GUAYAQUIL|El parque Guayaquil se inauguró el 21 de abril de 1951 es un lugar de encuentro familiar, posee amplios espacios verdes, una laguna artificial con piletas que le dan movimiento y cuando están apagadas se alquilan botes de pedal y remos. En los juegos|infantiles, se pueden observar figuras zoomorfas y antropomorfas, murales que describen el hábitat de las regiones del Ecuador. Existen monumentos de diferentes personajes como José Joaquín de Olmedo, el Capitán Edmundo Chiriboga, entre otros|Sin información|-1.66548|-78.65883
User 889|0.8|4.86|3.66|5.0|2.69|2.25|2.23|1.4|1.92|1.35|1.34|1.35|1.44|1.58|1.6|0.74|0.73|0.74|5.0|0.78|0.81|0.88|0.78|0.78|CHIMBORAZO|RIOBAMBA|MALDONADO|PARQUE MALDONADO|Levantado frente a la Iglesia Catedral, es la Plaza Mayor de la ciudad. La construcción de la urbe tuvo como eje este sitio a partir del cual se delinearon calles, plazas y manzanas (proceso de reasentamiento y traslado de Riobamba, 1799). Concentra|a su alrededor edificios patrimoniales en donde está la administración eclesiástica, municipal y gubernamental. Se aprecian cuatro piletas construidas en New York, una en cada lado del parque y en el centro el monumento de Pedro Vicente Maldonado.|Sin información|-1.67273|-78.6483
User 890|0.8|4.86|3.66|5.0|2.69|2.75|2.23|1.4|1.92|1.35|1.34|1.35|1.44|1.58|5.0|0.74|0.73|0.74|5.0|0.78|0.81|0.87|0.78|0.78|CHIMBORAZO|RIOBAMBA|LIZARZABURU|PARQUE SUCRE|El Parque Sucre espacio patrimonial e histórico de la urbe, ubicado en el centro histórico de Riobamba. Se levanta sobre la antigua Plaza de Santo Domingo debido a que se ubica frente al templo y convento del mismo nombre, lugar donde actualmente se|encuentra el Colegio Maldonado. El Parque Sucre tiene la forma de rosa náutica cuyo eje central es la pileta con el dios romano Neptuno y cuatro pequeños tritones, fue colocado con la inauguración del servicio de agua potable de Riobamba en 1913.|Sin información|-1.67182|-78.65049
User 891|0.8|4.86|3.66|5.0|2.69|2.72|2.23|1.4|1.92|1.35|1.34|1.34|1.44|1.58|5.0|0.74|0.73|0.74|5.0|0.79|0.81|0.87|0.78|0.78|CHIMBORAZO|RIOBAMBA|LIZARZABURU|PASE DEL NIÑO DE RIOBAMBA|"Esta fiesta es una de las más representativas de la cultura de Riobamba, inicia con ""La Novena"", la misma que es organizada y patrocinada por el prioste de ese año, quien ha sido designado por la familia Mendoza. El último día de esta festividad se"|"realiza una procesión desde el tradicional Barrio Santa Rosa hasta la iglesia de la Loma de Quito. El sistema bajo el que se financia la fiesta es por medio del ""priostazgo"" y las llamadas ""jochas¨ entregadas por los amigos y familiares del prioste."|Sin información|-1.67396|-78.65349
User 892|0.81|3.72|3.67|5.0|2.28|2.25|2.23|1.4|1.92|1.35|1.33|1.35|1.43|1.58|5.0|0.74|0.73|0.74|5.0|5.0|0.85|0.87|0.78|0.79|CHIMBORAZO|RIOBAMBA|LIZARZABURU|PLAZA DE TOROS MONUMENTAL RAUL DÁVALOS|La Monumental Plaza de Toros Raúl Dávalos es considerada como una de las más antiguas del Ecuador, tiene una capacidad para 13000 personas. Además de eventos taurinos, en ella se realizan shows artístico musicales, actos sociales y culturales. Sus|mayores espectáculos se realizan en las fiestas abrileñas y novembrinas. Inaugurada en 1952, más allá de los nombres, Riobamba es considerada tierra de toros y toreros, por decreto municipal Riobamba fue nombrada como la Capital Taurina del Ecuador|Sin información|-1.6686|-78.656
User 893|0.83|3.72|3.67|5.0|2.46|2.25|2.23|1.39|1.92|1.34|1.33|1.34|1.42|1.57|5.0|0.74|0.73|0.74|5.0|5.0|0.81|0.88|0.79|0.8|CHIMBORAZO|RIOBAMBA|LIZARZABURU|PLAZA ROJA O DE LA CONCEPCIÓN|La Plaza Roja, conocida también como Plaza Artesanal la Concepción, es un lugar que busca convertirse en una vitrina para todos los pueblos kichwas del Ecuador. Aquí los Saraguros, Salasacas, Otavalos y Puruhás se reúnen en este sitio con el objetiv|"de comerciar artesanías, prendas de vestir tradicionales de los pueblos andinos y una diversidad de productos artesanales. Además, se puede encontrar a los ""remendones"" quienes con sus máquinas de coser arreglan prendas de ropa de los riobambeños."|Sin información|-1.67106|-78.64872
User 894|0.84|3.74|3.68|5.0|2.28|2.24|2.23|1.38|1.92|1.33|1.32|1.33|1.42|1.56|1.58|0.74|0.73|0.73|5.0|2.01|0.83|0.89|0.8|0.81|CHIMBORAZO|RIOBAMBA|VELASCO|PROCESIÓN DEL SEÑOR DEL BUEN SUCESO|"La iglesia de la Concepción es la casa del Patrono de la Ciudad. Cada Martes Santo, es el día en que se convoca a la ""Procesión del Señor del Buen Suceso"", la cual inicia con la salida desde la Plaza Roja de la figura religiosa que fue creada en"|1650 y es sobreviviente de los escombros del terremoto de 1797, esta recorre las calles de la urbe, acompañada de soldados, los santos varones, cucuruchos, representaciones bíblicas, bandas de música y miles de devotos del Señor.|Sin información|-1.67082|-78.6487
User 895|0.83|3.75|3.69|5.0|2.26|2.72|2.23|1.37|2.22|1.32|1.31|1.34|1.55|1.55|5.0|0.73|0.72|0.74|5.0|0.88|0.84|0.83|0.81|0.82|CHIMBORAZO|RIOBAMBA|VELASCO|RELOJ DE LARA|La edificación cuenta con balcones y balaustres apoyados sobre fuertes ménsulas. Un detalle importante que caracteriza a este edificio es el remate de la torre que fue construida en 1920 donde se destaca un reloj importado desde Alemania e instalado|el mismo año. A partir de 1930 este edificio funcionaba como reloj público. La casa fue restaurada en el año de 1998 y actualmente es la sede de la “Federación de Barrios de Riobamba FEDEBAR, creada en 1952”|Sin información|-1.6707|-78.64985
User 896|0.85|3.76|3.7|5.0|2.26|2.24|2.61|1.36|5.0|1.31|1.29|1.3|1.42|1.54|1.56|0.73|0.72|0.73|0.75|0.89|0.85|0.9|0.82|0.83|CHIMBORAZO|RIOBAMBA|LIZARZABURU|RODEO ANDINO DEL CHAGRA|Rodeo Andino del Chagra de Riobamba, es reconocido como Patrimonio Cultural Inmaterial Local, que se celebra en el cantón Riobamba, principalmente en sus parroquias rurales, con todos y cada uno de sus elementos simbólicos y sociales|que comprende dicha manifestación. Es una fiesta donde los chagras desfilan desde el centro de la ciudad hasta la Quinta Macají, vitrina principal de la producción agrícola, ganadera y artesanal, allí funciona el Centro Agrícola de Riobamba.|Sin información|-1.67001|-78.66689
User 897|0.85|3.77|3.72|2.72|2.7|2.72|2.61|1.34|4.88|1.29|1.28|1.29|1.41|1.52|1.55|0.72|0.71|0.72|5.0|0.91|0.87|0.91|0.84|0.84|CHIMBORAZO|RIOBAMBA|LIZARZABURU|TEATRO LEÓN|El 27 de abril de 1929 tuvo lugar la inauguración solemne del Teatro de León”, posee un estilo neoclásico de la cúpula, los ventanales y las grandes puertas. En su momento fue uno de los grandes y mejores teatros del Ecuador, por mucho tiempo acogi|la presentación de magistrales obras, actividades artísticas, sociales y culturales. El teatro está en proceso de restauración, la edificación recuperada será un espacio cultural donde las personas podrán disfrutar de eventos sociales y culturale|Sin información|-1.67132|-78.65061
User 898|0.87|3.79|3.73|2.72|2.71|2.72|2.61|1.33|4.88|1.28|1.27|1.27|1.32|1.51|5.0|0.72|0.71|0.71|5.0|0.91|0.88|0.9|0.85|0.86|CHIMBORAZO|RIOBAMBA|LIZARZABURU|TRADICIONES ORALES|Riobamba posee múltiples manifestaciones culturales propias de la tradición oral de la población. Se identifica un total de 30 de las cuales 8 están registradas como fichas del PCI en el SIPCE. Entre ellas se pueden encontrar: la historia local|sobre las noches de correo, historia local del transporte del hielo del Chimborazo, historia local del Teatro León, historia del luterano, leyenda “el cura sin cabeza”, leyenda “pasajes bajo el parque la libertad”, mito del “el taita carnaval|Sin información|-1.66658|-78.6574
User 899|0.89|3.81|3.76|2.73|2.72|2.73|2.61|1.31|4.89|1.26|1.25|1.25|1.3|1.49|5.0|0.71|0.7|0.71|5.0|0.94|0.9|0.93|0.87|0.87|GUAYAS|GUAYAQUIL|XIMENA|ARROZ CON MENESTRA|El arroz con menestra y carne asada es un producto que se considera criollo, fue introducido a nuestro territorio en época de colonia. Comunmente en Guayaquil se lo consume acompañado de patacones y carnes varias entre ellas: res, pollo y cerdo.|La menestra como tal puede realizarse con diferentes tipos de granos como fréjol bolón, frejol cholo, fréjol blanco, fréjol rojo, fréjol panamito, fréjol canario, o de lentejas, garbanzos, entre otros.|Sin información|-2.21184|-79.8884
User 900|0.92|3.82|3.8|2.74|2.72|2.73|2.6|1.29|4.89|1.25|1.23|1.23|1.28|1.47|5.0|0.71|0.69|0.71|5.0|5.0|0.91|0.93|0.89|0.89|GUAYAS|GUAYAQUIL|ROCAFUERTE|BIBLIOTECA DE LA UNIVERSIDAD DE LAS ARTES|La biblioteca de las artes fue creada como un centro de cultura innovadora ya que integra la modernidad con la historia. El edificio fue creado por el Arq. Karl Kohn, para ser sede del Banco de Descuento. Tiene una arquitectura racionalista,|conserva sus valores y su composición formal propios de la arquitectura moderna. Libre de ornamentos, se prioriza la simplificación de formas, siendo la línea recta su principal elemento.|Sin información|-2.19394|-79.88099
User 901|0.94|3.84|3.81|2.74|2.73|2.73|2.6|1.28|1.59|1.23|1.21|1.21|1.27|1.46|5.0|0.7|0.69|0.7|5.0|0.96|0.92|0.93|0.91|0.91|GUAYAS|GUAYAQUIL|ROCAFUERTE|BIBLIOTECA MUNICIPAL|La Biblioteca Municipal se encuentra en las calles 10 de Agosto entre Chile y Pedro Carbo.Es la biblioteca más completa del Litoral ecuatoriano y una de las más grandes del Ecuador. Su inventario en la actualidad está en los 2 millones|y todo el tiempo recibe donaciones de ciudadanos de toda índole y empresas interesadas en la cultura, siendo esta la base del porque su fondo bibliográfico es numeroso.|Sin información|-2.19547|-79.88256
User 902|4.52|3.86|3.84|2.45|2.74|2.74|2.6|1.84|1.58|1.21|1.2|1.2|1.25|1.44|5.0|0.7|0.68|0.69|5.0|0.95|0.93|1.02|0.92|0.92|GUAYAS|GUAYAQUIL|NUEVE DE OCTUBRE|CALDO DE SALCHICHA|El caldo de salchicha, también llamado de manguera, porque en la década del 40, inició en Guayaquil la tradición de preparar este platillo en homenaje a los bomberos de la ciudad. Se prepara con salchichas tipo morcillas preparadas|a base de menudencias de cerdo, sangre de chancho, arroz, col, plátano verde y condimentos.|Sin información|-2.18974|-79.89058
User 903|0.98|3.87|3.85|2.76|2.74|2.75|2.6|1.83|5.0|1.2|1.18|1.18|1.28|1.42|5.0|0.69|0.67|0.7|5.0|0.96|0.94|0.95|0.94|0.95|GUAYAS|GUAYAQUIL|TARQUI|CEVICHES Y MARISCOS|La gastronomía de la ciudad de Guayaquil es muy diversa, posee gran variedad de platos entre ellos se encuentran los ceviches: el ceviche de conchas prietas, el ceviche de camarón o pescado son|preparados con fondo de mariscos, jugo de limón sutil, cebollas paiteñas, tomate, culantro, aceite y se puede combinar con diferentes aderezos como salsa de tomate y mostaza.|Sin información|-2.129324|-79.89264
User 904|0.98|3.89|3.85|2.48|2.75|2.75|2.59|1.82|5.0|1.18|1.16|1.16|1.28|1.4|1.42|0.68|0.67|0.68|5.0|0.97|0.95|5.0|0.96|0.97|GUAYAS|GUAYAQUIL|TARQUI|CONJUNTO ESCULTÓRICO MEMORIAL EN HONOR A LOS HÉROES DEL COVID – 19|El memorial del COVID comprende 7 esculturas elaboradas en vidrio líquido y 22 paneles con un total de 18.603 estrellas, que simbolizan a las personas que murieron por el coronavirus entre marzo y julio del 2020, en Guayaquil.|Cada escultura representa al personal sanitario, del sector de víveres, personal solidario de servicio médico, seguridad y adultos mayores, que laboró durante toda la pandemia. Las esculturas fueron diseñadas por Victoria Bastida.|Sin información|-2.1825|-79.87732
User 905|1.0|3.91|3.89|2.78|2.75|2.76|2.59|1.81|5.0|1.16|1.14|1.14|1.16|1.38|1.42|0.68|0.66|0.68|0.73|5.0|0.96|0.99|0.98|0.98|GUAYAS|GUAYAQUIL|TARQUI|ECUAGENERA ORQUIDEARÍO|Ecuagenera está ubicado en el km 24.5 vía a la costa, es una parada de interés para la observación de diferentes especies de orquídeas. Se puede realizar recorridos a los viveros con previa reservación.|La exhibición de plantas es gratuita, se permite la fotografía y compra de orquídeas, el atractivo cuenta con rampas para acceso de personas con movilidad limitada.|Sin información|-2.21976|-80.08527
User 906|1.02|3.93|3.9|2.78|2.76|2.76|2.59|1.8|5.0|1.14|1.12|1.12|1.17|1.36|5.0|0.67|0.66|0.68|0.73|5.0|0.97|0.99|1.0|1.0|GUAYAS|GUAYAQUIL|TARQUI|EL PAPAGAYO DE GUAYAQUIL|El Ara Ambiguus Guayaquilensis, fue declarada el 21 de Julio del 2005 como ave símbolo de Guayaquil y es una de las especies en peligro de extinción. La escultura tiene 12 metros de altura y 6 metros de ancho, fue elaborada en hormigón armadocon un|soporte de ferro cemento y cerámica al horno utilizando la técnica modelada. La obra se encuentra ubicada dentro del círculo distribuidor de tráfico frente al Centro Comercial “La Rotonda” de la Ciudadela Alborada. Obra del maestro Juan Sánchez.|Sin información|-2.14008|-79.90846
User 907|1.04|3.93|3.92|2.45|2.76|2.77|2.58|1.79|5.0|1.12|1.1|1.1|1.35|1.34|2.52|0.67|0.65|0.74|0.72|5.0|0.99|1.01|1.02|1.02|GUAYAS|GUAYAQUIL|NUEVE DE OCTUBRE|ENCEBOLLADO|El encebollado es un platillo tradicional de la gastronomía costeña. Consumido como desayuno, este característico plato es reconocido por sus ingredientes principales como el caldo de pescado que contiene albacora,|yuca, tomate, cebolla colorada, cilantro, ají en polvo, comino y otras especias, además se lo puede acompañar de chifles, pan, arroz y aderezarlo con limón.|Sin información|-2.1904|-79.89339
User 908|1.07|3.94|3.91|2.8|2.77|2.77|2.58|1.78|5.0|1.1|1.08|1.08|1.33|1.32|0.94|0.66|0.64|0.65|0.72|5.0|1.0|1.02|1.03|1.04|GUAYAS|GUAYAQUIL|CARBO (CONCEPCIÓN)|ESPACIO URBANO CALLE PANAMÁ|La calle Panamá se ha convertido en el lugar de acogida de varios restaurantes que ofrecen tanto platos nacionales como extranjeros, y provee en un espacio agradable para caminar y para disfrutar la gastronomía.|Al estar en el centro de la ciudad tiene oportunidad de integrarse a los principales atractivos turísticos y contribuye a la oferta turística de la ciudad.|Sin información|-2.18847|-79.87874
